sim_sec,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles,controller_mode,controller_status,decision_wall_sec
1,5,0,1,0,4,0,55.123474,55.611930,0,VISSIM_ADAPTER_PFO,ok,55.331198
5,25,0,8,0,17,0,57.575242,63.063146,0,VISSIM_ADAPTER_PFO,ok,55.331198
10,51,0,16,0,35,0,60.221962,75.734163,0,VISSIM_ADAPTER_PFO,ok,55.331198
15,73,0,21,0,52,0,63.060464,88.912748,0,VISSIM_ADAPTER_PFO,ok,55.331198
20,99,0,27,0,72,0,64.933611,97.457908,0,VISSIM_ADAPTER_PFO,ok,55.331198
25,118,0,34,0,82,2,66.650875,97.948579,0,VISSIM_ADAPTER_PFO,ok,55.331198
30,136,0,35,0,97,4,66.852301,106.598334,0,VISSIM_ADAPTER_PFO,ok,55.331198
35,160,1,41,0,111,7,64.768880,107.477535,3,VISSIM_ADAPTER_PFO,ok,55.331198
40,178,5,45,2,116,10,61.146306,105.689343,10,VISSIM_ADAPTER_PFO,ok,55.331198
45,199,9,51,4,124,11,58.660793,106.178339,29,VISSIM_ADAPTER_PFO,ok,55.331198
50,226,15,59,5,136,11,56.792086,104.470690,36,VISSIM_ADAPTER_PFO,ok,55.331198
55,250,22,63,7,149,9,55.753095,107.336034,46,VISSIM_ADAPTER_PFO,ok,55.331198
60,275,26,66,10,165,8,54.884122,109.916417,60,VISSIM_ADAPTER_PFO,ok,28.406958
65,305,25,76,8,179,17,54.437744,105.672372,46,VISSIM_ADAPTER_PFO,ok,28.406958
70,337,29,82,6,194,26,56.420135,105.190586,43,VISSIM_ADAPTER_PFO,ok,28.406958
75,366,41,89,1,209,26,57.404571,107.637279,39,VISSIM_ADAPTER_PFO,ok,28.406958
80,392,53,94,3,217,25,58.361573,109.244572,46,VISSIM_ADAPTER_PFO,ok,28.406958
85,419,57,98,6,221,37,58.936803,109.212589,49,VISSIM_ADAPTER_PFO,ok,28.406958
