sim_sec,interval_sec,total_signal_discharge,total_signal_discharge_rate_vph,urban_vehicles,boundary_vehicles,ramp_vehicles,mean_speed_kph
1,1.000000,0,0.000000,0,0,0,55.611930
15,15.000000,0,0.000000,0,2,0,81.847763
30,15.000000,0,0.000000,0,4,0,97.305084
45,15.000000,2,480.000000,0,6,2,95.382519
60,15.000000,5,1200.000000,2,6,4,95.131517
75,15.000000,3,720.000000,6,9,1,101.812836
90,15.000000,5,1200.000000,6,11,2,105.001582
105,15.000000,2,480.000000,4,13,2,104.081587
120,15.000000,2,480.000000,6,12,3,96.267258
135,15.000000,9,2160.000000,11,5,10,88.314506
150,15.000000,8,1920.000000,11,4,15,85.365805
165,15.000000,7,1680.000000,11,3,22,75.899599
180,15.000000,5,1200.000000,11,7,28,73.581137
195,15.000000,16,3840.000000,15,19,16,85.942310
210,15.000000,12,2880.000000,24,24,2,99.648899
225,15.000000,5,1200.000000,20,16,5,103.696872
240,15.000000,6,1440.000000,23,11,3,95.897644
255,15.000000,7,1680.000000,15,15,9,89.516882
270,15.000000,9,2160.000000,11,19,15,80.279883
285,15.000000,4,960.000000,11,13,22,74.857083
300,15.000000,12,2880.000000,12,12,29,70.613660
315,15.000000,14,3360.000000,13,16,25,77.871503
330,15.000000,19,4560.000000,23,28,6,90.943773
345,15.000000,9,2160.000000,17,36,3,90.535614
360,15.000000,2,480.000000,22,17,2,90.937892
375,15.000000,5,1200.000000,17,13,6,88.405091
390,15.000000,9,2160.000000,18,14,10,84.247361
405,15.000000,7,1680.000000,16,7,18,79.789855
420,15.000000,9,2160.000000,14,10,23,69.174198
435,15.000000,5,1200.000000,10,10,14,82.665176
450,15.000000,13,3120.000000,34,18,8,93.204329
465,15.000000,8,1920.000000,26,26,3,93.473176
480,15.000000,8,1920.000000,25,18,4,87.367130
495,15.000000,9,2160.000000,14,6,9,88.898356
510,15.000000,10,2400.000000,16,17,19,83.256009
525,15.000000,4,960.000000,16,13,22,74.406888
540,15.000000,1,240.000000,14,9,33,65.493078
555,15.000000,8,1920.000000,5,8,33,68.674873
570,15.000000,26,6240.000000,26,29,13,86.138616
585,15.000000,9,2160.000000,22,32,5,95.044989
600,15.000000,2,480.000000,19,25,4,92.315239
615,15.000000,5,1200.000000,12,11,6,87.529274
630,15.000000,8,1920.000000,17,16,17,78.465560
645,15.000000,5,1200.000000,17,16,19,73.458743
660,15.000000,7,1680.000000,16,8,25,69.301453
675,15.000000,3,720.000000,12,7,25,73.343252
690,15.000000,18,4320.000000,31,18,11,92.254964
705,15.000000,5,1200.000000,31,20,4,99.254170
720,15.000000,9,2160.000000,28,15,2,91.329333
735,15.000000,8,1920.000000,19,9,4,87.858383
750,15.000000,8,1920.000000,12,17,17,85.389416
765,15.000000,6,1440.000000,10,12,19,76.700060
780,15.000000,8,1920.000000,8,3,25,68.918889
795,15.000000,4,960.000000,9,4,30,70.016884
810,15.000000,21,5040.000000,20,18,12,87.147909
825,15.000000,10,2400.000000,17,30,4,99.073321
840,15.000000,6,1440.000000,15,19,7,93.537796
855,15.000000,3,720.000000,24,11,4,91.989812
870,15.000000,9,2160.000000,20,13,6,89.730981
885,15.000000,11,2640.000000,21,8,14,79.497790
900,15.000000,13,3120.000000,19,8,18,75.463826
