sim_sec,urban_volume_vph,freeway_volume_vph,ramp_green_D_sec,ramp_green_F_sec,vsl_speed_kph,total_vehicles,urban_vehicles,freeway_vehicles,ramp_vehicles,boundary_vehicles,other_vehicles,mean_speed_kph,freeway_mean_speed_kph,stopped_vehicles
1,60.000000,1600.000000,10.000000,10.000000,120.000000,1,0,1,0,0,0,55.611930,55.611930,0
15,60.000000,1600.000000,10.000000,10.000000,120.000000,16,0,14,0,2,0,81.847763,85.509955,0
30,60.000000,1600.000000,10.000000,10.000000,120.000000,27,0,21,0,4,2,97.305084,104.356036,0
45,60.000000,1600.000000,10.000000,10.000000,120.000000,40,0,30,2,6,2,95.382519,108.689742,2
60,60.000000,1600.000000,10.000000,10.000000,120.000000,49,2,33,4,6,4,95.131517,112.646168,4
75,60.000000,1600.000000,10.000000,10.000000,120.000000,61,6,39,1,9,6,101.812836,111.562814,1
90,60.000000,1600.000000,10.000000,10.000000,120.000000,69,6,46,2,11,4,105.001582,113.861321,1
105,60.000000,1600.000000,10.000000,10.000000,120.000000,75,4,49,2,13,7,104.081587,115.830348,2
120,60.000000,1600.000000,10.000000,10.000000,120.000000,81,6,50,3,12,10,96.267258,107.522155,4
135,60.000000,1600.000000,10.000000,10.000000,120.000000,91,11,58,10,5,7,88.314506,109.723580,5
150,60.000000,1600.000000,10.000000,10.000000,120.000000,99,11,58,15,4,11,85.365805,111.755366,17
165,60.000000,1600.000000,10.000000,10.000000,120.000000,107,11,60,22,3,11,75.899599,109.239415,25
180,60.000000,1600.000000,10.000000,10.000000,120.000000,117,11,63,28,7,8,73.581137,109.042646,32
195,60.000000,1600.000000,10.000000,10.000000,120.000000,130,15,66,16,19,14,85.942310,107.831349,1
210,60.000000,1600.000000,10.000000,10.000000,120.000000,138,24,74,2,24,14,99.648899,107.343436,2
225,60.000000,1600.000000,10.000000,10.000000,120.000000,118,20,65,5,16,12,103.696872,111.360895,3
240,60.000000,1600.000000,10.000000,10.000000,120.000000,114,23,65,3,11,12,95.897644,108.107822,7
255,60.000000,1600.000000,10.000000,10.000000,120.000000,107,15,63,9,15,5,89.516882,111.847759,5
270,60.000000,1600.000000,10.000000,10.000000,120.000000,118,11,65,15,19,8,80.279883,106.961498,19
285,60.000000,1600.000000,10.000000,10.000000,120.000000,119,11,66,22,13,7,74.857083,107.123361,26
300,60.000000,1600.000000,10.000000,10.000000,120.000000,119,12,57,29,12,9,70.613660,111.429300,36
315,60.000000,1600.000000,10.000000,10.000000,120.000000,121,13,54,25,16,13,77.871503,111.996816,4
330,60.000000,1600.000000,10.000000,10.000000,120.000000,131,23,52,6,28,22,90.943773,108.103593,3
345,60.000000,1600.000000,10.000000,10.000000,120.000000,120,17,48,3,36,16,90.535614,107.800151,8
360,60.000000,1600.000000,10.000000,10.000000,120.000000,103,22,52,2,17,10,90.937892,108.186767,13
375,60.000000,1600.000000,10.000000,10.000000,120.000000,101,17,56,6,13,9,88.405091,105.055651,2
390,60.000000,1600.000000,10.000000,10.000000,120.000000,104,18,54,10,14,8,84.247361,111.140185,12
405,60.000000,1600.000000,10.000000,10.000000,120.000000,103,16,56,18,7,6,79.789855,112.509614,19
420,60.000000,1600.000000,10.000000,10.000000,120.000000,111,14,56,23,10,8,69.174198,108.624535,29
435,60.000000,1600.000000,10.000000,10.000000,120.000000,131,10,67,14,10,30,82.665176,107.752538,0
450,60.000000,1600.000000,10.000000,10.000000,120.000000,133,34,61,8,18,12,93.204329,105.781614,1
465,60.000000,1600.000000,10.000000,10.000000,120.000000,136,26,65,3,26,16,93.473176,101.640833,13
480,60.000000,1600.000000,10.000000,10.000000,120.000000,120,25,61,4,18,12,87.367130,101.198258,15
495,60.000000,1600.000000,10.000000,10.000000,120.000000,119,14,63,9,6,27,88.898356,106.910282,3
510,60.000000,1600.000000,10.000000,10.000000,120.000000,124,16,61,19,17,11,83.256009,110.118572,14
525,60.000000,1600.000000,10.000000,10.000000,120.000000,120,16,51,22,13,18,74.406888,113.355404,24
540,60.000000,1600.000000,10.000000,10.000000,120.000000,122,14,54,33,9,12,65.493078,110.209970,37
555,60.000000,1600.000000,10.000000,10.000000,120.000000,128,5,48,33,8,34,68.674873,107.631913,11
570,60.000000,1600.000000,10.000000,10.000000,120.000000,135,26,53,13,29,14,86.138616,109.730874,2
585,60.000000,1600.000000,10.000000,10.000000,120.000000,127,22,52,5,32,16,95.044989,112.299675,9
600,60.000000,1600.000000,10.000000,10.000000,120.000000,113,19,51,4,25,14,92.315239,109.471317,14
615,60.000000,1600.000000,10.000000,10.000000,120.000000,109,12,59,6,11,21,87.529274,108.822744,3
630,60.000000,1600.000000,10.000000,10.000000,120.000000,116,17,61,17,16,5,78.465560,111.945652,18
645,60.000000,1600.000000,10.000000,10.000000,120.000000,123,17,62,19,16,9,73.458743,111.111038,27
660,60.000000,1600.000000,10.000000,10.000000,120.000000,121,16,61,25,8,11,69.301453,109.909629,33
675,60.000000,1600.000000,10.000000,10.000000,120.000000,136,12,72,25,7,20,73.343252,107.298027,10
690,60.000000,1600.000000,10.000000,10.000000,120.000000,140,31,68,11,18,12,92.254964,107.897157,0
705,60.000000,1600.000000,10.000000,10.000000,120.000000,128,31,60,4,20,13,99.254170,113.375092,3
720,60.000000,1600.000000,10.000000,10.000000,120.000000,109,28,51,2,15,13,91.329333,114.239964,10
735,60.000000,1600.000000,10.000000,10.000000,120.000000,105,19,51,4,9,22,87.858383,111.565574,1
750,60.000000,1600.000000,10.000000,10.000000,120.000000,102,12,51,17,17,5,85.389416,113.479589,7
765,60.000000,1600.000000,10.000000,10.000000,120.000000,95,10,47,19,12,7,76.700060,111.433790,20
780,60.000000,1600.000000,10.000000,10.000000,120.000000,97,8,53,25,3,8,68.918889,104.417780,30
795,60.000000,1600.000000,10.000000,10.000000,120.000000,104,9,54,30,4,7,70.016884,107.867497,19
810,60.000000,1600.000000,10.000000,10.000000,120.000000,116,20,53,12,18,13,87.147909,108.434246,1
825,60.000000,1600.000000,10.000000,10.000000,120.000000,116,17,53,4,30,12,99.073321,111.201342,0
840,60.000000,1600.000000,10.000000,10.000000,120.000000,103,15,52,7,19,10,93.537796,108.376474,5
855,60.000000,1600.000000,10.000000,10.000000,120.000000,109,24,67,4,11,3,91.989812,107.177821,4
870,60.000000,1600.000000,10.000000,10.000000,120.000000,120,20,72,6,13,9,89.730981,109.888784,9
885,60.000000,1600.000000,10.000000,10.000000,120.000000,115,21,67,14,8,5,79.497790,109.635348,17
